   7.0995663452148436E-003   2.5331101952253440E+017  -3.3225036430772544E-005   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.5090586753806128E+023          14
   7.2331887817382815E-003   2.5328391098108678E+017  -1.1220401001232414E-005   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.5092360676955989E+023          14
   7.3668112182617186E-003   2.5328391098108678E+017   1.1220401001232414E-005   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.5092360676955989E+023          14
   7.5004336547851566E-003   2.5331101952253440E+017   3.3225036430772544E-005   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.5090586753806128E+023          14
   7.6340560913085937E-003   2.5363888274125498E+017   5.3936442729883279E-005   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.5094421580449195E+023          14
   7.7676785278320316E-003   2.5429161526121501E+017   7.0575334794390976E-005   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.5110275274521405E+023          14
   7.9681121826171881E-003   2.5757553421980438E+017   1.0584447215872885E-004   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.5238839040475693E+023          13
   8.2353570556640623E-003   2.5553462880352659E+017   1.3627512961999038E-004   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.5136298245684770E+023          13
   8.6362243652343754E-003   2.6119674144215821E+017   1.9921305704117588E-004   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.5371599023585596E+023          12
   9.1707141113281255E-003   2.5755825564814733E+017   2.5196516883910686E-004   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.5197824131027764E+023          12
   9.9724487304687498E-003   2.6803635444231904E+017   3.6268993349857767E-004   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.5640432680126584E+023          11
   1.1041428222656250E-002   2.6305346549805453E+017   4.4897217632094798E-004   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.5418471114599115E+023          11
   1.2644897460937499E-002   2.8354797794606064E+017   6.3896758955014877E-004   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.6295607508503957E+023          10
